Sr. No.,Assigned To,Company Name,Website,Website Source,Resolution Confidence,Conflict Flag,Contact Person,Primary Email,Regarding Accessibility Email(s),Email Status,Website Verified,Scan Completed,Bot Block Status,Screenshot Taken,Status,Verified By,Remarks
"803","Unassigned","Grauer & Weil India Limited","https://growel.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"804","Unassigned","Graviss Hospitality Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"805","Unassigned","Gravita India Limited","https://gravitate.ai","readymade-fallback","HIGH","NO","N/A","hello@gravitate.ai","[General Contact Email] hello@gravitate.ai","Verified","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 1. Lighthouse A11y: 96/100."
"806","Unassigned","Greaves Cotton Limited","https://greavescotton.com","readymade-fallback","HIGH","NO","N/A","investorservices@greavescotton.com","[Investor Grievance / Compliance Officer Email] investorservices@greavescotton.com; [General Contact Email] investorservices@greavescotton.com","Verified","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 24. Lighthouse A11y: 30/100."
"807","Unassigned","Greenlam Industries Limited","https://greenlamindustries.com","readymade-fallback","HIGH","NO","N/A","info@greenlamindustries.com","[General Contact Email] info@greenlamindustries.com","Verified","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 24. Lighthouse A11y: 30/100."
"808","Unassigned","Greenpanel Industries Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"809","Unassigned","Greenply Industries Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"731","Unassigned","Gretex Corporate Services Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"811","Unassigned","Grindwell Norton Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"827","Unassigned","Gufic Biosciences Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"828","Unassigned","Gujarat Alkalies and Chemicals Limited","https://gacl.com","readymade-fallback","HIGH","NO","N/A","info@gacl.com","[General Contact Email (Guessed Pattern)] info@gacl.com; [Investor Grievance Email (Guessed Pattern)] contact@gacl.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"710","Unassigned","Gujarat Ambuja Exports Limited","https://ambujagroup.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"829","Unassigned","Gujarat Apollo Industries Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"697","Unassigned","Gujarat Fluorochemicals Limited","https://gfl.co.in","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"750","Unassigned","Gujarat Industries Power Company Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"752","Unassigned","Gujarat Kidney And Super Speciality Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"757","Unassigned","Gujarat Lease Financing Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"767","Unassigned","Gujarat Mineral Development Corporation Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"772","Unassigned","Gujarat Narmada Valley Fertilizers and Chemicals Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"773","Unassigned","Gujarat Natural Resources Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"795","Unassigned","Gujarat Pipavav Port Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"831","Unassigned","Gujarat Raffia Industries Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"819","Unassigned","Gujarat State Fertilizers & Chemicals Limited","https://gsfclimited.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"832","Unassigned","Gujarat Themis Biosyn Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"833","Unassigned","Gulf Oil Lubricants India Limited","https://gulfoilindonesia.com","readymade-fallback","HIGH","NO","N/A","info@gulfoilindonesia.com","[General Contact Email (Guessed Pattern)] info@gulfoilindonesia.com; [Investor Grievance Email (Guessed Pattern)] contact@gulfoilindonesia.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"835","Unassigned","Gulshan Polyols Limited","https://gulshanindia.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"840","Unassigned","Gyftr Limited","https://gyftr.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"844","Unassigned","HALEOS LABS LIMITED","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"857","Unassigned","HBL Engineering Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"856","Unassigned","HB Estate Developers Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"858","Unassigned","HB Stockholdings Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"861","Unassigned","HCL Infosystems Limited","https://hclinfosystems.in","readymade-fallback","HIGH","NO","N/A","cosec@hcl.com","[General Contact Email] cosec@hcl.com","Verified","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 36. Lighthouse A11y: 30/100."
"862","Unassigned","HCL Technologies Limited","https://hclib.org","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"863","Unassigned","HDB Financial Services Limited","https://hdbfs.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"864","Unassigned","HDFC Asset Management Company Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"865","Unassigned","HDFC Bank Limited","https://hdfcbank.com","readymade-fallback","HIGH","NO","N/A","info@hdfcbank.com","[General Contact Email (Guessed Pattern)] info@hdfcbank.com; [Investor Grievance Email (Guessed Pattern)] contact@hdfcbank.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 7. Lighthouse A11y: 72/100."
"866","Unassigned","HDFC Life Insurance Company Limited","https://Not Found","readymade-fallback","HIGH","NO","N/A","info@company.com","[General Contact Email (Guessed Pattern)] info@company.com; [Investor Grievance Email (Guessed Pattern)] contact@company.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"870","Unassigned","HEC Infra Projects Limited","https://hecprojects.in","readymade-fallback","HIGH","NO","N/A","info@hecprojects.in","[General Contact Email (Guessed Pattern)] info@hecprojects.in; [Investor Grievance Email (Guessed Pattern)] contact@hecprojects.in","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 0. Lighthouse A11y: 100/100."
"871","Unassigned","HEG Limited","https://hegltd.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
"881","Unassigned","HFCL Limited","https://hfcl.com","readymade-fallback","HIGH","NO","N/A","info@hfcl.com","[General Contact Email (Guessed Pattern)] info@hfcl.com; [Investor Grievance Email (Guessed Pattern)] contact@hfcl.com","Unverified - guessed pattern","Yes","Yes","None","Yes","Completed","Orchavate Automated Tool v1.1","Scanned 1 page. Violations: 12. Lighthouse A11y: 52/100."
"903","Unassigned","HLE Glascoat Limited","https://hleglascoat.com","readymade-fallback","HIGH","NO","N/A","N/A","N/A","Not Found","Yes","No","Blocked (cloudflare)","No","Blocked (Bot Protection)","Orchavate Automated Tool v1.1","Blocked by Bot Protection (cloudflare)"
